asset_id,name,category,deliverable_type,phase,game_id,baseline,status,integration_status,dependencies,required_variants,acceptance_brief,source_path,output_path,provenance,review_evidence
catalogue.x51.v1,Scramjet Test Vehicle,Existing catalogue / Missile,base_asset,P3,x51,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.hgv.v1,Hypersonic Glide Vehicle,Existing catalogue / Missile,base_asset,P3,hgv,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.owa.v1,One-Way Attack Drone,Existing catalogue / Missile,base_asset,P3,owa,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.trophy.v1,Trophy Active Protection,Existing catalogue / Armour,base_asset,P3,trophy,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.raven.v1,RQ-11 Raven,Existing catalogue / Infantry,base_asset,P3,raven,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.switchblade.v1,Switchblade Loitering Munition,Existing catalogue / Infantry,base_asset,P3,switchblade,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.cuas.v1,Counter-UAS Battery,Existing catalogue / Infantry,base_asset,P3,cuas,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.link16.v1,Tactical Data Link Fit,Existing catalogue / Infantry,base_asset,P3,link16,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.c4isr.v1,Networked C4ISR,Existing catalogue / Infantry,base_asset,P3,c4isr,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.atr.v1,Autonomous Target Recognition,Existing catalogue / Infantry,base_asset,P3,atr,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
catalogue.kh11.v1,Electro-Optical Reconnaissance Satellite,Existing catalogue / Space,base_asset,P3,kh11,Existing procedural model,reviewed,integrated,P0 pipeline,LOD0/1/2; existing game name; representative formation/refit label where applicable,Refine existing recognizable silhouette; exact DECK identity; shared renderer; retain glyph fallback.,spheres-web/ui/arsenal-models.js,runtime only; OBJ via tools/arsenal/export_obj.js,Original game art keyed to arsenal::DECK ids; names frozen to the deck.,"cc34065. Deck 20,780 -> 272,491 tris (avg 452 -> 5,924), coarse LOD added (avg 859). All 46 inside 4,000..12,000 near and 300..1,500 coarse. 50.7% of corners smoothed; faceted-identity models (F-117, B-2, RQ-170) kept faceted. Audit closed a budget-test escape hatch that would have let a class ship at 452 tris green. Checks: check_arsenal_models.cjs + Rust deck parity."
designer.tank_standard.v1,Main battle tank,Ground designer,modular_platform,P0,tank_standard,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/spheres-tank-balanced.glb,"Original game art. Fictional design; no named real vehicle, no sourced dimensions.","13f7de7. 41,144->44,172 tri, 18->21 parts, bounds unchanged. 11,025 configurations swept: 0 failures. Regenerate: node tools/ui/build_equipment_models.cjs. Checks: check_equipment_mesh/model/export.cjs. NO LOD1/LOD2 yet - single detail level only."
designer.tank_heavy.v1,Heavy tank,Ground designer,modular_platform,P1,tank_heavy,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/*.glb,"Original game art. Fictional designs; no named real vehicle, no sourced dimensions.","a4ab336 + 6f1508f. Smooth shading (shared normals, asserted), three LODs with part-name parity, LOD0 17,884-50,840. Component coverage 169/169 distinct, 0 weak, 0 absent; the ammunition exemption removed from the contract. Regenerate: node tools/ui/build_equipment_models.cjs."
designer.tank_light.v1,Light tank,Ground designer,modular_platform,P1,tank_light,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/*.glb,"Original game art. Fictional designs; no named real vehicle, no sourced dimensions.","a4ab336 + 6f1508f. Smooth shading (shared normals, asserted), three LODs with part-name parity, LOD0 17,884-50,840. Component coverage 169/169 distinct, 0 weak, 0 absent; the ammunition exemption removed from the contract. Regenerate: node tools/ui/build_equipment_models.cjs."
designer.tank_destroyer.v1,Tank destroyer,Ground designer,modular_platform,P1,tank_destroyer,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/*.glb,"Original game art. Fictional designs; no named real vehicle, no sourced dimensions.","a4ab336 + 6f1508f. Smooth shading (shared normals, asserted), three LODs with part-name parity, LOD0 17,884-50,840. Component coverage 169/169 distinct, 0 weak, 0 absent; the ammunition exemption removed from the contract. Regenerate: node tools/ui/build_equipment_models.cjs."
designer.ground_ifv.v1,Infantry fighting vehicle,Ground designer,modular_platform,P1,ground_ifv,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/*.glb,"Original game art. Fictional designs; no named real vehicle, no sourced dimensions.","a4ab336 + 6f1508f. Smooth shading (shared normals, asserted), three LODs with part-name parity, LOD0 17,884-50,840. Component coverage 169/169 distinct, 0 weak, 0 absent; the ammunition exemption removed from the contract. Regenerate: node tools/ui/build_equipment_models.cjs."
designer.ground_apc.v1,Armored personnel carrier,Ground designer,modular_platform,P0,ground_apc,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/spheres-ground-apc.glb,"Original game art. Fictional wheeled APC; component-driven, simulation values separate.","13f7de7. 10,752->16,064 tri (+49%), 18->22 parts, 6 road tyres (8 with runflat), no track parts, 13 spec keys. Regenerate: node tools/ui/build_equipment_models.cjs. NO LOD1/LOD2 yet."
designer.ground_recon.v1,Reconnaissance vehicle,Ground designer,modular_platform,P1,ground_recon,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/*.glb,"Original game art. Fictional designs; no named real vehicle, no sourced dimensions.","a4ab336 + 6f1508f. Smooth shading (shared normals, asserted), three LODs with part-name parity, LOD0 17,884-50,840. Component coverage 169/169 distinct, 0 weak, 0 absent; the ammunition exemption removed from the contract. Regenerate: node tools/ui/build_equipment_models.cjs."
designer.ground_artillery.v1,Self-propelled artillery,Ground designer,modular_platform,P1,ground_artillery,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/*.glb,"Original game art. Fictional designs; no named real vehicle, no sourced dimensions.","a4ab336 + 6f1508f. Smooth shading (shared normals, asserted), three LODs with part-name parity, LOD0 17,884-50,840. Component coverage 169/169 distinct, 0 weak, 0 absent; the ammunition exemption removed from the contract. Regenerate: node tools/ui/build_equipment_models.cjs."
designer.ground_air_defense.v1,Mobile air defense,Ground designer,modular_platform,P1,ground_air_defense,Existing configurable model,reviewed,integrated,P0 pipeline,Baseline plus all legal current component swaps; olive/sand/winter; LOD0/1/2,Improve current geometry; exact slot identity and picking; legal module variants; portable export.,spheres-web/ui/equipment-mesh.js,spheres-web/ui/equipment-models/*.glb,"Original game art. Fictional designs; no named real vehicle, no sourced dimensions.","a4ab336 + 6f1508f. Smooth shading (shared normals, asserted), three LODs with part-name parity, LOD0 17,884-50,840. Component coverage 169/169 distinct, 0 weak, 0 absent; the ammunition exemption removed from the contract. Regenerate: node tools/ui/build_equipment_models.cjs."
components.ground.mobility.v1,"Powertrain, exhaust and cooling fixtures",Ground components,component_kit,P1,mobility,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 22 component/platform pairs in the `mobility` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 22 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.transmission.v1,Transmission access and removable display pack,Ground components,component_kit,P1,transmission,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 14 component/platform pairs in the `transmission` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 14 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.tracks.v1,"Standard, wide and padded tracks",Ground components,component_kit,P1,tracks,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 14 component/platform pairs in the `tracks` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 14 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.wheels.v1,Six/eight-wheel running gear and tire variants,Ground components,component_kit,P1,wheels,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 2 component/platform pairs in the `wheels` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 2 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.suspension.v1,Suspension and wheel assemblies,Ground components,component_kit,P1,suspension,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 11 component/platform pairs in the `suspension` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 11 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.turret.v1,"Turrets, casemate and specialist weapon stations",Ground components,component_kit,P1,turret,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 8 component/platform pairs in the `turret` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 8 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.armament.v1,External barrels and specialist weapon modules,Ground components,component_kit,P1,armament,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 15 component/platform pairs in the `armament` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 15 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.ammunition.v1,Stowage and inspection bay representations,Ground components,component_kit,P1,ammunition,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 11 component/platform pairs in the `ammunition` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 11 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.protection.v1,Hull and modular armor panels,Ground components,component_kit,P1,protection,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 5 component/platform pairs in the `protection` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 5 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.active_protection.v1,Countermeasure and protection fittings,Ground components,component_kit,P1,active_protection,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 18 component/platform pairs in the `active_protection` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 18 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.sensors.v1,Day/night/thermal sight fittings,Ground components,component_kit,P1,sensors,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 20 component/platform pairs in the `sensors` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 20 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.fire_control.v1,Fire-control housings and inspection representation,Ground components,component_kit,P1,fire_control,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 18 component/platform pairs in the `fire_control` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 18 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.communications.v1,Radio antennas and data-link fittings,Ground components,component_kit,P1,communications,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 12 component/platform pairs in the `communications` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 12 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.troop_compartment.v1,Troop bays and rear access,Ground components,component_kit,P1,troop_compartment,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 2 component/platform pairs in the `troop_compartment` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 2 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.recon_package.v1,"Scout sights, mast and observation package",Ground components,component_kit,P1,recon_package,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 1 component/platform pairs in the `recon_package` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 1 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
